iter	Logloss
119	0.2739571124
120	0.2733235653
121	0.2726927482
122	0.272118139
123	0.2715944408
124	0.2709832214
125	0.2703636133
126	0.269980408
127	0.2695395122
128	0.2689438228
129	0.2683949945
130	0.2678904963
131	0.2674427304
132	0.266967665
133	0.2663636411
134	0.2658245756
135	0.2652782422
136	0.2646498838
137	0.2641177426
138	0.2635904285
139	0.2630665133
140	0.2625257845
141	0.2619582624
142	0.2612778361
143	0.2608157877
144	0.2603919766
145	0.2599165135
146	0.2596275366
147	0.2591666995
148	0.2587079233
149	0.2583053372
150	0.2577080749
151	0.2573583522
152	0.2568430426
153	0.2564960498
154	0.2561290795
155	0.2556965182
156	0.2552992111
157	0.2548583153
158	0.2545894786
159	0.2543024181
160	0.2539461145
161	0.2535803555
162	0.2530598753
163	0.2528043991
164	0.2524724662
165	0.2520043974
166	0.2515701366
167	0.2512228003
168	0.2509023657
169	0.2506708805
170	0.2504134879
171	0.2500278599
172	0.2496392128
173	0.2492897431
174	0.2489120158
175	0.2486826458
176	0.2482948846
177	0.2478685786
178	0.2475372423
179	0.2471905387
180	0.2467758757
181	0.2463637257
182	0.2460332934
183	0.2457771482
184	0.2454538933
185	0.2451541774
186	0.2447733947
187	0.2444356765
188	0.2441755358
189	0.2439741343
190	0.2436104182
191	0.2432231451
192	0.2429260326
193	0.2426095755
194	0.242346506
195	0.2419957346
196	0.2417935557
197	0.2414843302
198	0.2411619973
199	0.2409887811
200	0.2405965904
201	0.2402857921
202	0.2400017327
203	0.2397285028
204	0.2394430151
205	0.2391060924
206	0.2389113259
207	0.2386434112
208	0.2384400752
209	0.2381748362
210	0.2378226547
211	0.2374704189
212	0.2372063732
213	0.2369827704
214	0.2366856218
215	0.2364641886
216	0.2361978287
217	0.2359612632
218	0.2356432332
219	0.2354149299
220	0.2352053204
221	0.2349459029
222	0.2347412109
223	0.2344879584
224	0.2342479579
225	0.2338415752
226	0.233701028
227	0.2335847611
228	0.2332887333
229	0.233000805
230	0.2327176496
231	0.2325134097
232	0.2321274201
233	0.2318941632
234	0.2317948002
235	0.2315260901
236	0.2312478884
237	0.2309639556
238	0.2307489766
239	0.2306062057
240	0.2303270819
241	0.2300875334
242	0.2298140322
243	0.2295254893
244	0.2292496378
245	0.2289405208
246	0.2286026941
247	0.2284083796
248	0.2281021371
249	0.2278145523
250	0.2276276683
251	0.2272386958
252	0.2270184558
253	0.2267407603
254	0.2265366107
255	0.226359616
256	0.2262236609
257	0.2259766095
258	0.2256783219
259	0.2253732907
260	0.225176879
261	0.2248630072
262	0.2246304553
263	0.2243987892
264	0.2242181245
265	0.223845857
266	0.2235980463
267	0.2234820506
268	0.2233165904
269	0.2231182442
270	0.2228748267
271	0.2226133301
272	0.2223113905
273	0.2222200728
274	0.2219839232
275	0.2218396155
276	0.2215557912
277	0.2213579874
278	0.221140857
279	0.2208708451
280	0.2206618684
281	0.2205069664
282	0.2203312011
283	0.2201592504
284	0.2199456454
285	0.2198229424
286	0.2196682754
287	0.2193696081
288	0.2191545387
289	0.2188445177
290	0.218620011
291	0.2183898275
292	0.2180691398
293	0.2178733428
294	0.2177119684
295	0.2174365509
296	0.2172753212
297	0.2169945161
298	0.2166601425
299	0.2164712156
300	0.2162102975
301	0.2159818857
302	0.2157350151
303	0.2154711863
304	0.2154128631
305	0.2152700379
306	0.2150061368
307	0.2147810154
308	0.2145228273
309	0.2143006167
310	0.2141027767
311	0.2137993004
312	0.2136859984
313	0.2135344591
314	0.2133071682
315	0.2131038684
316	0.2129880173
317	0.2127811739
318	0.2125436503
319	0.2121703161
320	0.2119066862
321	0.2116673185
322	0.2114467169
323	0.2112250848
324	0.2110974099
325	0.2108930434
326	0.2106964328
327	0.2104270718
328	0.2103396411
329	0.2101437356
330	0.2100053399
331	0.2097729145
332	0.2095699581
333	0.2092551823
334	0.2090941877
335	0.2088886279
336	0.2086981462
337	0.2084454179
338	0.2083027193
339	0.2079609152
340	0.2077220356
341	0.2074972578
342	0.2073385953
343	0.2072344233
344	0.2071514762
345	0.206928434
346	0.2067750506
347	0.2065581552
348	0.206376026
349	0.2061977296
350	0.206054796
351	0.2058898058
352	0.2056989263
353	0.2054731179
354	0.2053107311
355	0.2051333387
356	0.2049340705
357	0.2047289084
358	0.2044908424
359	0.2042747606
360	0.2041111444
361	0.2039986561
362	0.2038119709
363	0.2036846215
364	0.2035328291
365	0.2033484039
366	0.2031606521
367	0.2030909028
368	0.2028376141
369	0.202674938
370	0.2024867704
371	0.2023165554
372	0.2021150092
373	0.2019036279
374	0.2016058827
375	0.2014720248
376	0.2012174163
377	0.2010253979
378	0.2008542065
379	0.2006652977
380	0.2005626082
381	0.2004269785
382	0.2003143817
383	0.2001755339
384	0.1999219922
385	0.1997395375
386	0.1995821948
387	0.199334348
388	0.1991569013
389	0.1989766342
390	0.1988855154
391	0.1987931672
392	0.198611038
393	0.1984752275
394	0.1983132204
395	0.1981737399
396	0.1980332108
397	0.197738304
398	0.197601246
399	0.197399284
400	0.1972213311
401	0.1971094213
402	0.1970066776
403	0.1968266817
404	0.1966190429
405	0.1964701069
406	0.1961327141
407	0.1959783545
408	0.1958179203
409	0.1956623855
410	0.1954374268
411	0.1952845497
412	0.1951733087
413	0.194997001
414	0.194874081
415	0.1946784648
416	0.1944785096
417	0.1943176053
418	0.194020312
419	0.193896036
420	0.1937044334
421	0.1935444692
422	0.1933649976
423	0.1932632844
424	0.1930248206
425	0.192814271
426	0.1926275317
427	0.1924740037
428	0.1922087104
429	0.1920686333
430	0.1919354624
431	0.1917694236
432	0.1916504268
433	0.1914657304
434	0.1913293956
435	0.1911600845
436	0.1909466603
437	0.1908313516
438	0.1907256791
439	0.1905153103
440	0.1902844217
441	0.1900789161
442	0.1899178311
443	0.18971426
444	0.1896415277
445	0.1895121534
446	0.1893947836
447	0.1893066117
448	0.1891938702
449	0.1889491511
450	0.1888475102
451	0.1886676228
452	0.1884603636
453	0.188262144
454	0.1879291263
455	0.1876761631
456	0.1875544544
457	0.1872325735
458	0.1870372103
459	0.1868320302
460	0.1867010469
461	0.1865617291
462	0.1863440925
463	0.186185882
464	0.1860835722
465	0.1859437481
466	0.1857199465
467	0.1854873946
468	0.1853761718
469	0.1852111274
470	0.1851540516
471	0.1849515291
472	0.1847599084
473	0.1846996325
474	0.1845408797
475	0.1843425154
476	0.1841441692
477	0.1839120874
478	0.1837331763
479	0.1836328371
480	0.18339864
481	0.1831711683
482	0.1829688447
483	0.1828782864
484	0.1827455494
485	0.1826862136
486	0.1825381455
487	0.1823539192
488	0.1820928022
489	0.1819633375
490	0.181722632
491	0.181611843
492	0.1813767058
493	0.1812533519
494	0.1810559639
495	0.1809790733
496	0.1808174097
497	0.1806821778
498	0.1805431673
499	0.1804583943
500	0.180316455
501	0.1800101221
502	0.1797775702
503	0.1795672918
504	0.1793930271
505	0.1792103917
506	0.1791370265
507	0.1789113628
508	0.1787047183
509	0.178557988
510	0.1783679582
511	0.178202733
512	0.1779782444
513	0.1778112656
514	0.1777247207
515	0.1775018593
516	0.1774491224
517	0.1772095016
518	0.1770983511
519	0.1769421112
520	0.176794929
521	0.1766463004
522	0.1765600629
523	0.1763384851
524	0.1760469771
525	0.1759767939
526	0.175887266
527	0.1758075732
528	0.1756057016
529	0.1754886392
530	0.1752812535
531	0.1750859265
532	0.1749865997
533	0.1748464684
534	0.174545957
535	0.1744035658
536	0.1742333507
537	0.1741455765
538	0.1739887039
539	0.1737588819
540	0.173643302
541	0.1734388812
542	0.1733576517
543	0.1733201556
544	0.1731277755
545	0.172972295
546	0.1728252754
547	0.1727267442
548	0.1725230285
549	0.1723181919
550	0.1721944583
551	0.1720794931
552	0.1718988645
553	0.1716822041
554	0.171495067
555	0.1714057561
556	0.1711971771
557	0.171056196
558	0.1709004262
559	0.1707665321
560	0.1705338537
561	0.1704054195
562	0.1701805874
563	0.1700410888
564	0.1699015179
565	0.1697330927
566	0.1694850108
567	0.1692487165
568	0.1691276225
569	0.1690781761
570	0.1690165262
571	0.1688647519
572	0.1687463697
573	0.1685518021
574	0.1683931757
575	0.1682347302
576	0.1680674621
577	0.1679030504
578	0.1677226749
579	0.1675697797
580	0.1674325952
581	0.1672611327
582	0.1670708137
583	0.1668383341
584	0.1666280195
585	0.1665833821
586	0.1663953953
587	0.1662398063
588	0.1659650396
589	0.1658028336
590	0.1657331024
591	0.165536998
592	0.1654393345
593	0.1652918992
594	0.165152274
595	0.1650652953
596	0.1650052003
597	0.1648376609
598	0.1646175656
599	0.1645219089
600	0.1644194906
601	0.1642439783
602	0.1641624053
603	0.1639701879
604	0.1638946352
605	0.1637257942
606	0.1635944312
607	0.1634844197
608	0.163276582
609	0.1630641341
610	0.1628897608
611	0.1626911073
612	0.1626332721
613	0.1623743789
614	0.1622334521
615	0.161996507
616	0.1618939079
617	0.1617378307
618	0.1614759906
619	0.1613237282
620	0.1612125053
621	0.1611127627
622	0.1609965862
623	0.1609559624
624	0.1608801747
625	0.1607154015
626	0.1605319886
627	0.160389977
628	0.1602408061
629	0.1601118296
630	0.1599120009
631	0.1598241725
632	0.1595674488
633	0.1594284202
634	0.1593650709
635	0.1592487498
636	0.1591370027
637	0.1590014272
638	0.1587844957
639	0.1586424118
640	0.1584952296
641	0.1584302712
642	0.1582166301
643	0.1580483676
644	0.1578503469
645	0.1576398877
646	0.1575186128
647	0.1573031096
648	0.1571223544
649	0.1570689848
650	0.1569046454
651	0.1567189366
652	0.1566342358
653	0.1564289473
654	0.156206357
655	0.1561423207
656	0.1559964944
657	0.1558809145
658	0.1558168963
659	0.1556790248
660	0.1555456731
661	0.1554879826
662	0.1552175187
663	0.1551616361
664	0.154979525
665	0.1547994207
666	0.1546660148
667	0.1545215625
668	0.1542940547
669	0.1541500724
670	0.1540280383
671	0.1538409554
672	0.1537112557
673	0.1535222745
674	0.1533085972
675	0.1532577225
676	0.1532258852
677	0.1530405198
678	0.1528906257
679	0.152744474
680	0.1526181913
681	0.1525353346
682	0.1524792712
683	0.1523337703
684	0.1521963508
685	0.152030077
686	0.1517919025
687	0.1516217327
688	0.1514619222
689	0.151328914
690	0.1512537681
691	0.1511196932
692	0.1509871189
693	0.1508331389
694	0.1506655725
695	0.1505992582
696	0.1503845233
697	0.1502396823
698	0.1500919939
699	0.1499894038
700	0.1498361289
701	0.1497681785
702	0.1496795003
703	0.1495527114
704	0.1494090636
705	0.1492979945
706	0.1491680868
707	0.1490562674
708	0.1489173021
709	0.1487424679
710	0.1485895636
711	0.1485300109
712	0.1484120084
713	0.1482023085
714	0.1481363197
715	0.1480106697
716	0.1479327939
717	0.1478977927
718	0.1477226691
719	0.147567279
720	0.1474421714
721	0.147155816
722	0.1470645615
723	0.1470338722
724	0.1469265002
725	0.1467039642
726	0.1466532883
727	0.1465391186
728	0.1464080811
729	0.1463688855
730	0.1462502502
731	0.1460783448
732	0.1459014856
733	0.1457663984
734	0.1455263888
735	0.1454153016
736	0.1451779406
737	0.1450540082
738	0.1449552418
739	0.1448959513
740	0.1447413386
741	0.1446169541
742	0.1445564975
743	0.1444762714
744	0.1442619071
745	0.1441213237
746	0.1440500558
747	0.1438985707
748	0.1437682744
749	0.1435233835
750	0.143405833
751	0.1432021986
752	0.1431632833
753	0.1429559789
754	0.1428208103
755	0.1427232552
756	0.1425704233
757	0.1423914218
758	0.1422339344
759	0.1419954345
760	0.1418800716
761	0.1418316104
762	0.1416871491
763	0.1415207849
764	0.1413437631
765	0.141197304
766	0.1411527209
767	0.1410173353
768	0.1408775293
769	0.1406810815
770	0.1405447467
771	0.1404859082
772	0.1403292615
773	0.1401862917
774	0.1400659751
775	0.1400364609
776	0.1398613555
777	0.1396828421
778	0.1395458294
779	0.1394168619
780	0.1392884187
781	0.1391581043
782	0.139012504
783	0.1388949715
784	0.1388408426
785	0.1387958707
786	0.1387425283
787	0.1385301527
788	0.1383632099
789	0.1382128277
790	0.1381084659
791	0.1379505628
792	0.1378964519
793	0.1377742279
794	0.137617988
795	0.1375629642
796	0.137388826
797	0.1372491737
798	0.1370946785
799	0.1369716228
800	0.1367187862
801	0.1365975836
802	0.1365470073
803	0.1364445799
804	0.1362570451
805	0.136112864
806	0.1358832771
807	0.1358132295
808	0.1356626484
809	0.1355554662
810	0.1354354931
811	0.1353493279
812	0.1352115649
813	0.1350787737
814	0.1350198357
815	0.1349119485
816	0.1347474916
817	0.1346399931
818	0.1345623432
819	0.1344082819
820	0.1342930907
821	0.134119531
822	0.1339904279
823	0.1339403306
824	0.1338228343
825	0.1336709244
826	0.1336078101
827	0.1334794393
828	0.1333446955
829	0.133308718
830	0.1331769482
831	0.133047809
832	0.1329158584
833	0.1328683736
834	0.1326857472
835	0.1326063165
836	0.1325643639
837	0.1324399885
838	0.132303943
839	0.1322396265
840	0.132116842
841	0.1319942022
842	0.1319337366
843	0.1318564664
844	0.1317308435
845	0.1317119779
846	0.1316143325
847	0.1314806283
848	0.1313609806
849	0.1313018256
850	0.1312042797
851	0.1310845687
852	0.1309322158
853	0.1307383081
854	0.1305527981
855	0.1304135164
856	0.1302256652
857	0.1300731315
858	0.1300576377
859	0.1299575788
860	0.1298327514
861	0.1297756846
862	0.1297358291
863	0.1296128368
864	0.1295756751
865	0.1294601223
866	0.1294285652
867	0.1293092429
868	0.1291964924
869	0.1290862459
870	0.1289805552
871	0.1289470546
872	0.1289121438
873	0.1288037413
874	0.1287111852
875	0.1286769343
876	0.1285661273
877	0.1285380865
878	0.12842944
879	0.1283117358
880	0.1281785287
881	0.1280363182
882	0.1278841642
883	0.1278516399
884	0.1277897912
885	0.1277180893
886	0.1276520372
887	0.1275396031
888	0.1274213023
889	0.1272095594
890	0.1271653017
891	0.1270863773
892	0.1270146664
893	0.1268586073
894	0.1266691651
895	0.1265919943
896	0.1265510179
897	0.1265059738
898	0.1263988549
899	0.1263541452
900	0.1262566354
901	0.1262372094
902	0.1261249289
903	0.1260342621
904	0.1260037535
905	0.1259146957
906	0.1258275452
907	0.1257206704
908	0.1255696554
909	0.1254243896
910	0.1253809183
911	0.1252936684
912	0.1251369675
913	0.1250346035
914	0.12499247
915	0.124878906
916	0.1247937352
917	0.1247257576
918	0.1246247947
919	0.1245247357
920	0.1244020326
921	0.1243272031
922	0.1241819734
923	0.1241258196
924	0.1240155188
925	0.1239051638
926	0.1238200382
927	0.1238079885
928	0.1237096832
929	0.1236097056
930	0.123478442
931	0.1234247289
932	0.123304132
933	0.1232461251
934	0.123137795
935	0.1229404522
936	0.1228783052
937	0.1227718733
938	0.1226733601
939	0.122580117
940	0.1224820467
941	0.1224474704
942	0.1223960985
943	0.1222935536
944	0.1222085456
945	0.122058543
946	0.1219295032
947	0.1218213628
948	0.1217035592
949	0.1215840832
950	0.1215013893
951	0.1213991427
952	0.1213449596
953	0.1211456552
954	0.1210655014
955	0.1209296638
956	0.1209156976
957	0.120822328
958	0.120745808
959	0.1206037332
960	0.1204830369
961	0.1203719135
962	0.1202968308
963	0.1201954521
964	0.1201849752
965	0.1200254178
966	0.1199756098
967	0.1198454039
968	0.1197232432
969	0.119587722
970	0.1194168019
971	0.1193222932
972	0.1192010997
973	0.1190951741
974	0.1189971852
975	0.1188882945
976	0.1187336095
977	0.1186110148
978	0.1184363614
979	0.1183498527
980	0.1181371969
981	0.1180299876
982	0.1179076281
983	0.1177933227
984	0.1176015664
985	0.1174138146
986	0.1173316721
987	0.1172575205
988	0.1170793506
989	0.1169865595
990	0.1169000418
991	0.1168902881
992	0.1168081636
993	0.1167885929
994	0.1167167555
995	0.1166318017
996	0.1165928592
997	0.1164232046
998	0.116347905
999	0.1162760585
